#ID(s) interactor A	ID(s) interactor B	Alt. ID(s) interactor A	Alt. ID(s) interactor B	Interaction detection method(s)	Publication 1st author(s)	Publication Identifier(s)	Taxid interactor A	Taxid interactor B	Interaction type(s)	Source database(s)	Interaction identifier(s)	Biological role(s) interactor A	Biological role(s) interactor B	Experimental role(s) interactor A	Experimental role(s) interactor B	Host organism	Identification method participant A	Identification method participant B
uniprot:Q8N3V7	uniprot:A0A0J9YX62	uniprot:A5PKZ8|uniprot:O15271|uniprot:Q9UPX1|uniprot:D3DQG8	uniprot:Q07866|uniprot:Q7RTM2|uniprot:Q7RTQ5|uniprot:Q7RTQ3|uniprot:Q96H62|uniprot:Q7RTM5|uniprot:Q7RTQ6|uniprot:F8VTM4|uniprot:Q86TF5|uniprot:A6NF62|uniprot:Q7RTP9|uniprot:Q86V78|uniprot:Q86V79|uniprot:Q86V74|uniprot:Q86V75|uniprot:Q86V76|uniprot:Q86V77|uniprot:Q7RTM3|uniprot:Q86SF5	psi-mi:"MI:0096"(pull down)	Konietzny et al. 2019	pubmed:31371487	taxid:9606(human)	taxid:9606(human)	psi-mi:"MI:0914"(association)	PSINDB	733306	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0496"(bait)	psi-mi:"MI:0498"(prey)	HEK293	psi-mi:"MI:0396"(predetermined participant)	psi-mi:"MI:0427"(Identification by mass spectrometry)
uniprot:Q8N3V7	uniprot:Q13616	uniprot:A5PKZ8|uniprot:O15271|uniprot:Q9UPX1|uniprot:D3DQG8	uniprot:O60719|uniprot:Q8IYW1|uniprot:D3DWG3|uniprot:Q08AL6|uniprot:Q13616	psi-mi:"MI:0096"(pull down)	Konietzny et al. 2019	pubmed:31371487	taxid:9606(human)	taxid:9606(human)	psi-mi:"MI:0914"(association)	PSINDB	733307	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0496"(bait)	psi-mi:"MI:0498"(prey)	HEK293	psi-mi:"MI:0396"(predetermined participant)	psi-mi:"MI:0427"(Identification by mass spectrometry)
uniprot:Q8N3V7	uniprot:G3V5V7	uniprot:A5PKZ8|uniprot:O15271|uniprot:Q9UPX1|uniprot:D3DQG8	uniprot:O60719|uniprot:Q8IYW1|uniprot:D3DWG3|uniprot:Q08AL6|uniprot:Q13616	psi-mi:"MI:0096"(pull down)	Konietzny et al. 2019	pubmed:31371487	taxid:9606(human)	taxid:9606(human)	psi-mi:"MI:0914"(association)	PSINDB	733308	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0496"(bait)	psi-mi:"MI:0498"(prey)	HEK293	psi-mi:"MI:0396"(predetermined participant)	psi-mi:"MI:0427"(Identification by mass spectrometry)
uniprot:Q8N3V7	uniprot:P62304	uniprot:A5PKZ8|uniprot:O15271|uniprot:Q9UPX1|uniprot:D3DQG8	uniprot:P62304|uniprot:B2R5B9|uniprot:Q5BKT2|uniprot:Q15498|uniprot:P08578	psi-mi:"MI:0096"(pull down)	Konietzny et al. 2019	pubmed:31371487	taxid:9606(human)	taxid:9606(human)	psi-mi:"MI:0914"(association)	PSINDB	733309	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0496"(bait)	psi-mi:"MI:0498"(prey)	HEK293	psi-mi:"MI:0396"(predetermined participant)	psi-mi:"MI:0427"(Identification by mass spectrometry)
uniprot:Q8N3V7	uniprot:C9J1E7	uniprot:A5PKZ8|uniprot:O15271|uniprot:Q9UPX1|uniprot:D3DQG8	uniprot:P62304|uniprot:B2R5B9|uniprot:Q5BKT2|uniprot:Q15498|uniprot:P08578	psi-mi:"MI:0096"(pull down)	Konietzny et al. 2019	pubmed:31371487	taxid:9606(human)	taxid:9606(human)	psi-mi:"MI:0914"(association)	PSINDB	733310	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0496"(bait)	psi-mi:"MI:0498"(prey)	HEK293	psi-mi:"MI:0396"(predetermined participant)	psi-mi:"MI:0427"(Identification by mass spectrometry)
uniprot:Q8N3V7	uniprot:Q8NHS0	uniprot:A5PKZ8|uniprot:O15271|uniprot:Q9UPX1|uniprot:D3DQG8	uniprot:Q8NHS0|uniprot:B3KWV7	psi-mi:"MI:0096"(pull down)	Konietzny et al. 2019	pubmed:31371487	taxid:9606(human)	taxid:9606(human)	psi-mi:"MI:0914"(association)	PSINDB	733311	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0496"(bait)	psi-mi:"MI:0498"(prey)	HEK293	psi-mi:"MI:0396"(predetermined participant)	psi-mi:"MI:0427"(Identification by mass spectrometry)
uniprot:Q8N3V7	uniprot:Q9UBB4	uniprot:A5PKZ8|uniprot:O15271|uniprot:Q9UPX1|uniprot:D3DQG8	uniprot:O15009|uniprot:A6NLC4|uniprot:O14998|uniprot:Q9UBB4|uniprot:Q6I9X4|uniprot:B4DG05	psi-mi:"MI:0096"(pull down)	Konietzny et al. 2019	pubmed:31371487	taxid:9606(human)	taxid:9606(human)	psi-mi:"MI:0914"(association)	PSINDB	733312	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0496"(bait)	psi-mi:"MI:0498"(prey)	HEK293	psi-mi:"MI:0396"(predetermined participant)	psi-mi:"MI:0427"(Identification by mass spectrometry)
uniprot:Q8N3V7	uniprot:P56537	uniprot:A5PKZ8|uniprot:O15271|uniprot:Q9UPX1|uniprot:D3DQG8	uniprot:Q96TD5|uniprot:P56537|uniprot:B7ZBG9|uniprot:Q6IBN8	psi-mi:"MI:0096"(pull down)	Konietzny et al. 2019	pubmed:31371487	taxid:9606(human)	taxid:9606(human)	psi-mi:"MI:0914"(association)	PSINDB	733313	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0496"(bait)	psi-mi:"MI:0498"(prey)	HEK293	psi-mi:"MI:0396"(predetermined participant)	psi-mi:"MI:0427"(Identification by mass spectrometry)
uniprot:Q8N3V7	uniprot:E9PB61	uniprot:A5PKZ8|uniprot:O15271|uniprot:Q9UPX1|uniprot:D3DQG8	uniprot:Q96TD5|uniprot:P56537|uniprot:B7ZBG9|uniprot:Q6IBN8	psi-mi:"MI:0096"(pull down)	Konietzny et al. 2019	pubmed:31371487	taxid:9606(human)	taxid:9606(human)	psi-mi:"MI:0914"(association)	PSINDB	733314	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0496"(bait)	psi-mi:"MI:0498"(prey)	HEK293	psi-mi:"MI:0396"(predetermined participant)	psi-mi:"MI:0427"(Identification by mass spectrometry)
uniprot:Q8N3V7	uniprot:Q8IYW5	uniprot:A5PKZ8|uniprot:O15271|uniprot:Q9UPX1|uniprot:D3DQG8	uniprot:Q96NS4|uniprot:Q8NA67|uniprot:Q8IYW5	psi-mi:"MI:0096"(pull down)	Konietzny et al. 2019	pubmed:31371487	taxid:9606(human)	taxid:9606(human)	psi-mi:"MI:0914"(association)	PSINDB	733315	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0496"(bait)	psi-mi:"MI:0498"(prey)	HEK293	psi-mi:"MI:0396"(predetermined participant)	psi-mi:"MI:0427"(Identification by mass spectrometry)
uniprot:Q8N3V7	uniprot:Q9UNL2	uniprot:A5PKZ8|uniprot:O15271|uniprot:Q9UPX1|uniprot:D3DQG8	uniprot:B4E2P2|uniprot:D3DNK5|uniprot:B2R7D0|uniprot:Q549M4|uniprot:Q9UNL2	psi-mi:"MI:0096"(pull down)	Konietzny et al. 2019	pubmed:31371487	taxid:9606(human)	taxid:9606(human)	psi-mi:"MI:0914"(association)	PSINDB	733316	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0496"(bait)	psi-mi:"MI:0498"(prey)	HEK293	psi-mi:"MI:0396"(predetermined participant)	psi-mi:"MI:0427"(Identification by mass spectrometry)
uniprot:Q8N3V7	uniprot:O75419	uniprot:A5PKZ8|uniprot:O15271|uniprot:Q9UPX1|uniprot:D3DQG8	uniprot:O75419|uniprot:Q6UW54|uniprot:B4DDU3|uniprot:E9PDH7|uniprot:B4DDB4|uniprot:Q9UP68|uniprot:O60856|uniprot:Q20WK8	psi-mi:"MI:0096"(pull down)	Konietzny et al. 2019	pubmed:31371487	taxid:9606(human)	taxid:9606(human)	psi-mi:"MI:0914"(association)	PSINDB	733317	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0496"(bait)	psi-mi:"MI:0498"(prey)	HEK293	psi-mi:"MI:0396"(predetermined participant)	psi-mi:"MI:0427"(Identification by mass spectrometry)
uniprot:Q8N3V7	uniprot:J3KT42	uniprot:A5PKZ8|uniprot:O15271|uniprot:Q9UPX1|uniprot:D3DQG8	uniprot:O75419|uniprot:Q6UW54|uniprot:B4DDU3|uniprot:E9PDH7|uniprot:B4DDB4|uniprot:Q9UP68|uniprot:O60856|uniprot:Q20WK8	psi-mi:"MI:0096"(pull down)	Konietzny et al. 2019	pubmed:31371487	taxid:9606(human)	taxid:9606(human)	psi-mi:"MI:0914"(association)	PSINDB	733318	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0496"(bait)	psi-mi:"MI:0498"(prey)	HEK293	psi-mi:"MI:0396"(predetermined participant)	psi-mi:"MI:0427"(Identification by mass spectrometry)
uniprot:Q8N3V7	uniprot:Q5TAP6	uniprot:A5PKZ8|uniprot:O15271|uniprot:Q9UPX1|uniprot:D3DQG8	uniprot:Q92555|uniprot:Q5TAP6|uniprot:Q5FWG3	psi-mi:"MI:0096"(pull down)	Konietzny et al. 2019	pubmed:31371487	taxid:9606(human)	taxid:9606(human)	psi-mi:"MI:0914"(association)	PSINDB	733319	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0496"(bait)	psi-mi:"MI:0498"(prey)	HEK293	psi-mi:"MI:0396"(predetermined participant)	psi-mi:"MI:0427"(Identification by mass spectrometry)
uniprot:Q8N3V7	uniprot:O14936	uniprot:A5PKZ8|uniprot:O15271|uniprot:Q9UPX1|uniprot:D3DQG8	uniprot:A6NES1|uniprot:Q17RI4|uniprot:B7ZKY0|uniprot:O43215|uniprot:Q66T42|uniprot:Q59HA0|uniprot:Q5VT19|uniprot:Q5VT18|uniprot:O14936|uniprot:Q5VT17|uniprot:Q5VT16|uniprot:Q9BYH6|uniprot:Q9NYB3|uniprot:Q9NYB2	psi-mi:"MI:0096"(pull down)	Konietzny et al. 2019	pubmed:31371487	taxid:9606(human)	taxid:9606(human)	psi-mi:"MI:0914"(association)	PSINDB	733320	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0496"(bait)	psi-mi:"MI:0498"(prey)	HEK293	psi-mi:"MI:0396"(predetermined participant)	psi-mi:"MI:0427"(Identification by mass spectrometry)
uniprot:Q8N3V7	uniprot:G3XAH0	uniprot:A5PKZ8|uniprot:O15271|uniprot:Q9UPX1|uniprot:D3DQG8	uniprot:A6NES1|uniprot:Q17RI4|uniprot:B7ZKY0|uniprot:O43215|uniprot:Q66T42|uniprot:Q59HA0|uniprot:Q5VT19|uniprot:Q5VT18|uniprot:O14936|uniprot:Q5VT17|uniprot:Q5VT16|uniprot:Q9BYH6|uniprot:Q9NYB3|uniprot:Q9NYB2	psi-mi:"MI:0096"(pull down)	Konietzny et al. 2019	pubmed:31371487	taxid:9606(human)	taxid:9606(human)	psi-mi:"MI:0914"(association)	PSINDB	733321	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0496"(bait)	psi-mi:"MI:0498"(prey)	HEK293	psi-mi:"MI:0396"(predetermined participant)	psi-mi:"MI:0427"(Identification by mass spectrometry)
uniprot:Q8N3V7	uniprot:O43617	uniprot:A5PKZ8|uniprot:O15271|uniprot:Q9UPX1|uniprot:D3DQG8	uniprot:O43617|uniprot:B2RDN2|uniprot:D3DPS2|uniprot:A6NDN0	psi-mi:"MI:0096"(pull down)	Konietzny et al. 2019	pubmed:31371487	taxid:9606(human)	taxid:9606(human)	psi-mi:"MI:0914"(association)	PSINDB	733322	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0496"(bait)	psi-mi:"MI:0498"(prey)	HEK293	psi-mi:"MI:0396"(predetermined participant)	psi-mi:"MI:0427"(Identification by mass spectrometry)
uniprot:Q8N3V7	uniprot:Q92947	uniprot:A5PKZ8|uniprot:O15271|uniprot:Q9UPX1|uniprot:D3DQG8	uniprot:Q92947|uniprot:O14719|uniprot:A8K2Z2	psi-mi:"MI:0096"(pull down)	Konietzny et al. 2019	pubmed:31371487	taxid:9606(human)	taxid:9606(human)	psi-mi:"MI:0914"(association)	PSINDB	733323	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0496"(bait)	psi-mi:"MI:0498"(prey)	HEK293	psi-mi:"MI:0396"(predetermined participant)	psi-mi:"MI:0427"(Identification by mass spectrometry)
uniprot:Q8N3V7	uniprot:A0A0A0MSP3	uniprot:A5PKZ8|uniprot:O15271|uniprot:Q9UPX1|uniprot:D3DQG8	uniprot:Q92947|uniprot:O14719|uniprot:A8K2Z2	psi-mi:"MI:0096"(pull down)	Konietzny et al. 2019	pubmed:31371487	taxid:9606(human)	taxid:9606(human)	psi-mi:"MI:0914"(association)	PSINDB	733324	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0496"(bait)	psi-mi:"MI:0498"(prey)	HEK293	psi-mi:"MI:0396"(predetermined participant)	psi-mi:"MI:0427"(Identification by mass spectrometry)
uniprot:Q8N3V7	uniprot:M0R3C3	uniprot:A5PKZ8|uniprot:O15271|uniprot:Q9UPX1|uniprot:D3DQG8	uniprot:Q92947|uniprot:O14719|uniprot:A8K2Z2	psi-mi:"MI:0096"(pull down)	Konietzny et al. 2019	pubmed:31371487	taxid:9606(human)	taxid:9606(human)	psi-mi:"MI:0914"(association)	PSINDB	733325	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0496"(bait)	psi-mi:"MI:0498"(prey)	HEK293	psi-mi:"MI:0396"(predetermined participant)	psi-mi:"MI:0427"(Identification by mass spectrometry)
uniprot:Q8N3V7	uniprot:H7BZ94	uniprot:A5PKZ8|uniprot:O15271|uniprot:Q9UPX1|uniprot:D3DQG8	uniprot:Q92947|uniprot:O14719|uniprot:A8K2Z2	psi-mi:"MI:0096"(pull down)	Konietzny et al. 2019	pubmed:31371487	taxid:9606(human)	taxid:9606(human)	psi-mi:"MI:0914"(association)	PSINDB	733326	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0496"(bait)	psi-mi:"MI:0498"(prey)	HEK293	psi-mi:"MI:0396"(predetermined participant)	psi-mi:"MI:0427"(Identification by mass spectrometry)
uniprot:Q8N3V7	uniprot:P19367	uniprot:A5PKZ8|uniprot:O15271|uniprot:Q9UPX1|uniprot:D3DQG8	uniprot:O75574|uniprot:Q9NNZ4|uniprot:Q96HC8|uniprot:E9PCK0|uniprot:P19367|uniprot:O43444|uniprot:Q9NNZ5|uniprot:Q5VTC3|uniprot:O43443	psi-mi:"MI:0096"(pull down)	Konietzny et al. 2019	pubmed:31371487	taxid:9606(human)	taxid:9606(human)	psi-mi:"MI:0914"(association)	PSINDB	733327	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0496"(bait)	psi-mi:"MI:0498"(prey)	HEK293	psi-mi:"MI:0396"(predetermined participant)	psi-mi:"MI:0427"(Identification by mass spectrometry)
uniprot:Q8N3V7	uniprot:G3V2D6	uniprot:A5PKZ8|uniprot:O15271|uniprot:Q9UPX1|uniprot:D3DQG8	uniprot:O75574|uniprot:Q9NNZ4|uniprot:Q96HC8|uniprot:E9PCK0|uniprot:P19367|uniprot:O43444|uniprot:Q9NNZ5|uniprot:Q5VTC3|uniprot:O43443	psi-mi:"MI:0096"(pull down)	Konietzny et al. 2019	pubmed:31371487	taxid:9606(human)	taxid:9606(human)	psi-mi:"MI:0914"(association)	PSINDB	733328	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0496"(bait)	psi-mi:"MI:0498"(prey)	HEK293	psi-mi:"MI:0396"(predetermined participant)	psi-mi:"MI:0427"(Identification by mass spectrometry)
uniprot:Q8N3V7	uniprot:Q9NZ01	uniprot:A5PKZ8|uniprot:O15271|uniprot:Q9UPX1|uniprot:D3DQG8	uniprot:Q6IBB2|uniprot:B2RD55|uniprot:Q9NZ01|uniprot:Q9BWK3|uniprot:O75350|uniprot:Q9Y6P0	psi-mi:"MI:0096"(pull down)	Konietzny et al. 2019	pubmed:31371487	taxid:9606(human)	taxid:9606(human)	psi-mi:"MI:0914"(association)	PSINDB	733329	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0496"(bait)	psi-mi:"MI:0498"(prey)	HEK293	psi-mi:"MI:0396"(predetermined participant)	psi-mi:"MI:0427"(Identification by mass spectrometry)
uniprot:Q8N3V7	uniprot:F8WEG8	uniprot:A5PKZ8|uniprot:O15271|uniprot:Q9UPX1|uniprot:D3DQG8	uniprot:Q6IBB2|uniprot:B2RD55|uniprot:Q9NZ01|uniprot:Q9BWK3|uniprot:O75350|uniprot:Q9Y6P0	psi-mi:"MI:0096"(pull down)	Konietzny et al. 2019	pubmed:31371487	taxid:9606(human)	taxid:9606(human)	psi-mi:"MI:0914"(association)	PSINDB	733330	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0496"(bait)	psi-mi:"MI:0498"(prey)	HEK293	psi-mi:"MI:0396"(predetermined participant)	psi-mi:"MI:0427"(Identification by mass spectrometry)
uniprot:Q8N3V7	uniprot:K7EKN2	uniprot:A5PKZ8|uniprot:O15271|uniprot:Q9UPX1|uniprot:D3DQG8	uniprot:Q6IBB2|uniprot:B2RD55|uniprot:Q9NZ01|uniprot:Q9BWK3|uniprot:O75350|uniprot:Q9Y6P0	psi-mi:"MI:0096"(pull down)	Konietzny et al. 2019	pubmed:31371487	taxid:9606(human)	taxid:9606(human)	psi-mi:"MI:0914"(association)	PSINDB	733331	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0496"(bait)	psi-mi:"MI:0498"(prey)	HEK293	psi-mi:"MI:0396"(predetermined participant)	psi-mi:"MI:0427"(Identification by mass spectrometry)
uniprot:Q8N3V7	uniprot:K7EPM1	uniprot:A5PKZ8|uniprot:O15271|uniprot:Q9UPX1|uniprot:D3DQG8	uniprot:Q6IBB2|uniprot:B2RD55|uniprot:Q9NZ01|uniprot:Q9BWK3|uniprot:O75350|uniprot:Q9Y6P0	psi-mi:"MI:0096"(pull down)	Konietzny et al. 2019	pubmed:31371487	taxid:9606(human)	taxid:9606(human)	psi-mi:"MI:0914"(association)	PSINDB	733332	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0496"(bait)	psi-mi:"MI:0498"(prey)	HEK293	psi-mi:"MI:0396"(predetermined participant)	psi-mi:"MI:0427"(Identification by mass spectrometry)
uniprot:Q8N3V7	uniprot:Q14257	uniprot:A5PKZ8|uniprot:O15271|uniprot:Q9UPX1|uniprot:D3DQG8	uniprot:F8WCY5|uniprot:Q14257|uniprot:Q53XN8|uniprot:A8MTG6	psi-mi:"MI:0096"(pull down)	Konietzny et al. 2019	pubmed:31371487	taxid:9606(human)	taxid:9606(human)	psi-mi:"MI:0914"(association)	PSINDB	733333	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0496"(bait)	psi-mi:"MI:0498"(prey)	HEK293	psi-mi:"MI:0396"(predetermined participant)	psi-mi:"MI:0427"(Identification by mass spectrometry)
uniprot:Q8N3V7	uniprot:H0YA96	uniprot:A5PKZ8|uniprot:O15271|uniprot:Q9UPX1|uniprot:D3DQG8	uniprot:F8WCY5|uniprot:Q14257|uniprot:Q53XN8|uniprot:A8MTG6	psi-mi:"MI:0096"(pull down)	Konietzny et al. 2019	pubmed:31371487	taxid:9606(human)	taxid:9606(human)	psi-mi:"MI:0914"(association)	PSINDB	733334	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0496"(bait)	psi-mi:"MI:0498"(prey)	HEK293	psi-mi:"MI:0396"(predetermined participant)	psi-mi:"MI:0427"(Identification by mass spectrometry)
uniprot:Q8N3V7	uniprot:F8W9E5	uniprot:A5PKZ8|uniprot:O15271|uniprot:Q9UPX1|uniprot:D3DQG8	uniprot:F8WCY5|uniprot:Q14257|uniprot:Q53XN8|uniprot:A8MTG6	psi-mi:"MI:0096"(pull down)	Konietzny et al. 2019	pubmed:31371487	taxid:9606(human)	taxid:9606(human)	psi-mi:"MI:0914"(association)	PSINDB	733335	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0496"(bait)	psi-mi:"MI:0498"(prey)	HEK293	psi-mi:"MI:0396"(predetermined participant)	psi-mi:"MI:0427"(Identification by mass spectrometry)
uniprot:Q8N3V7	uniprot:Q9UM82	uniprot:A5PKZ8|uniprot:O15271|uniprot:Q9UPX1|uniprot:D3DQG8	uniprot:Q9UM82|uniprot:O94857|uniprot:E1P626	psi-mi:"MI:0096"(pull down)	Konietzny et al. 2019	pubmed:31371487	taxid:9606(human)	taxid:9606(human)	psi-mi:"MI:0914"(association)	PSINDB	733336	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0496"(bait)	psi-mi:"MI:0498"(prey)	HEK293	psi-mi:"MI:0396"(predetermined participant)	psi-mi:"MI:0427"(Identification by mass spectrometry)
uniprot:Q8N3V7	uniprot:M0QYL5	uniprot:A5PKZ8|uniprot:O15271|uniprot:Q9UPX1|uniprot:D3DQG8	uniprot:Q9UM82|uniprot:O94857|uniprot:E1P626	psi-mi:"MI:0096"(pull down)	Konietzny et al. 2019	pubmed:31371487	taxid:9606(human)	taxid:9606(human)	psi-mi:"MI:0914"(association)	PSINDB	733337	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0496"(bait)	psi-mi:"MI:0498"(prey)	HEK293	psi-mi:"MI:0396"(predetermined participant)	psi-mi:"MI:0427"(Identification by mass spectrometry)
uniprot:Q8N3V7	uniprot:B4DJ62	uniprot:A5PKZ8|uniprot:O15271|uniprot:Q9UPX1|uniprot:D3DQG8	uniprot:Q9UM82|uniprot:O94857|uniprot:E1P626	psi-mi:"MI:0096"(pull down)	Konietzny et al. 2019	pubmed:31371487	taxid:9606(human)	taxid:9606(human)	psi-mi:"MI:0914"(association)	PSINDB	733338	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0496"(bait)	psi-mi:"MI:0498"(prey)	HEK293	psi-mi:"MI:0396"(predetermined participant)	psi-mi:"MI:0427"(Identification by mass spectrometry)
uniprot:Q8N3V7	uniprot:A0A087X253	uniprot:A5PKZ8|uniprot:O15271|uniprot:Q9UPX1|uniprot:D3DQG8	uniprot:Q9UM82|uniprot:O94857|uniprot:E1P626	psi-mi:"MI:0096"(pull down)	Konietzny et al. 2019	pubmed:31371487	taxid:9606(human)	taxid:9606(human)	psi-mi:"MI:0914"(association)	PSINDB	733339	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0496"(bait)	psi-mi:"MI:0498"(prey)	HEK293	psi-mi:"MI:0396"(predetermined participant)	psi-mi:"MI:0427"(Identification by mass spectrometry)
uniprot:Q8N3V7	uniprot:H3BQV1	uniprot:A5PKZ8|uniprot:O15271|uniprot:Q9UPX1|uniprot:D3DQG8	uniprot:Q9UM82|uniprot:O94857|uniprot:E1P626	psi-mi:"MI:0096"(pull down)	Konietzny et al. 2019	pubmed:31371487	taxid:9606(human)	taxid:9606(human)	psi-mi:"MI:0914"(association)	PSINDB	733340	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0496"(bait)	psi-mi:"MI:0498"(prey)	HEK293	psi-mi:"MI:0396"(predetermined participant)	psi-mi:"MI:0427"(Identification by mass spectrometry)
uniprot:Q8N3V7	uniprot:P11177	uniprot:A5PKZ8|uniprot:O15271|uniprot:Q9UPX1|uniprot:D3DQG8	uniprot:Q9BQ27|uniprot:B4DDD7|uniprot:B2R7L0|uniprot:Q9UFK3|uniprot:Q6FH45|uniprot:P11177	psi-mi:"MI:0096"(pull down)	Konietzny et al. 2019	pubmed:31371487	taxid:9606(human)	taxid:9606(human)	psi-mi:"MI:0914"(association)	PSINDB	733341	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0496"(bait)	psi-mi:"MI:0498"(prey)	HEK293	psi-mi:"MI:0396"(predetermined participant)	psi-mi:"MI:0427"(Identification by mass spectrometry)
uniprot:Q8N3V7	uniprot:Q16531	uniprot:A5PKZ8|uniprot:O15271|uniprot:Q9UPX1|uniprot:D3DQG8	uniprot:Q13289|uniprot:Q16531|uniprot:Q58F96|uniprot:A6NG77|uniprot:O15176|uniprot:B2R648|uniprot:B4DG00	psi-mi:"MI:0096"(pull down)	Konietzny et al. 2019	pubmed:31371487	taxid:9606(human)	taxid:9606(human)	psi-mi:"MI:0914"(association)	PSINDB	733342	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0496"(bait)	psi-mi:"MI:0498"(prey)	HEK293	psi-mi:"MI:0396"(predetermined participant)	psi-mi:"MI:0427"(Identification by mass spectrometry)
uniprot:Q8N3V7	uniprot:O75190	uniprot:A5PKZ8|uniprot:O15271|uniprot:Q9UPX1|uniprot:D3DQG8	uniprot:Q6FIC8|uniprot:O95806|uniprot:A8KAG0|uniprot:Q9UIK6|uniprot:Q53EN8|uniprot:Q59EF2|uniprot:Q75MA2|uniprot:B4DN73|uniprot:A8K7D8|uniprot:A4D232|uniprot:E9PCZ2|uniprot:O75190	psi-mi:"MI:0096"(pull down)	Konietzny et al. 2019	pubmed:31371487	taxid:9606(human)	taxid:9606(human)	psi-mi:"MI:0914"(association)	PSINDB	733343	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0496"(bait)	psi-mi:"MI:0498"(prey)	HEK293	psi-mi:"MI:0396"(predetermined participant)	psi-mi:"MI:0427"(Identification by mass spectrometry)
